"ranking","name","highSchool","position","height","weight","stars","rating","college"
1,"Lavon Hooks","Northeast Mississippi C.C. (Booneville, MS)","DT","6-4","295",4,"0.9311","Ole Miss"
2,"Risean Broussard","Hinds C.C. (Raymond, MS)","DT","6-2","280",4,"0.9300","uncommitted"
3,"Beau Sandland","Los Angeles Pierce College (Woodland Hills, CA)","TE","6-6","20",4,"0.9221","Miami"
4,"Marquel Combs","Los Angeles Pierce College (Woodland Hills, CA)","DT","6-3","305",4,"0.9213","Kansas"
5,"Courtney Gardner","Sierra College (Rocklin, CA)","WR","6-3","215",4,"0.9207","uncommitted"
6,"Nickolas Brassell","East Mississippi C.C. (Batesville, MS)","ATH","6-0","175",4,"0.9199","Ole Miss"
7,"Randy Gregory","Arizona Western College (Fishers, IN)","WDE","6-5","240",4,"0.9166","Nebraska"
8,"Deon Long","Iowa Western C.C. (Washington, DC)","WR","6-0","190",4,"0.9166","Maryland"
9,"Toby Johnson","Hutchinson C.C. (Atlanta, GA)","DT","6-4.5","310",4,"0.9141","Georgia"
10,"Jatavius Stewart","Hutchinson C.C. (Rock Hill, SC)","WR","5-11","184",4,"0.9038","uncommitted"
11,"Corey Smith","East Mississippi C.C. (Grand Rapids, MI)","WR","5-11","185",4,"0.9031","Ohio State"
12,"Andre Ross","Navarro College (Corsicana, TX)","WDE","6-4","225",4,"0.9000","Texas Tech"
13,"Darious Cummings","East Mississippi C.C. (Titusville, FL)","DT","6-2","301",4,"0.8994","Florida"
14,"Quantavius Leslie","Hinds C.C. (Raymond, MS)","WR","6-4","190",4,"0.8994","LSU"
15,"Jonathon Rumph","Holmes C.C. (Columbia, SC)","WR","6-5","215",4,"0.8966","Georgia"
16,"Ben Bradley","Hutchinson C.C. (Norcross, GA)","DT","6-2","302",4,"0.8959","Auburn"
17,"Za'Darius Smith","East Mississippi C.C. (Greenville, AL)","WDE","6-6","250",4,"0.8949","Kentucky"
18,"Justin Cox","East Mississippi C.C. (West Point, MS)","S","6-2","185",4,"0.8923","Mississippi State"
