"ranking","name","highSchool","position","height","weight","stars","rating","college"
1,"Jonathan Kongbo","Arizona Western College (Surrey, BC)","SDE","6-5.5","264",4,"0.9584","Tennessee"
2,"Charles Baldwin","ASA College (New York) (Windsor, CT)","OT","6-5","315",4,"0.9535","Alabama"
3,"Garett Bolles","Snow College (Lehi, UT)","OT","6-5","290",4,"0.9428","Utah"
4,"Malcolm Pridgeon","Nassau C.C. (Central Islip, NY)","OT","6-8","324",4,"0.9329","Ohio State"
5,"Mark Thompson","Dodge City C.C. (Wyncote, PA)","RB","6-2","230",4,"0.9315","Florida"
6,"Taj Williams","Iowa Western C.C. (Tallahassee, FL)","WR","6-3","180",4,"0.9115","TCU"
7,"Jerod Evans","Trinity Valley C.C. (Mansfield, TX)","DUAL","6-4","225",4,"0.9109","Virginia Tech"
8,"Tyree Horton","Highland C.C. (Homestead, FL)","OLB","6-0","225",4,"0.9081","TCU"
9,"Ryan Parker","Tyler J.C.  (Keller, TX)","WR","6-2","180",4,"0.9050","TCU"
10,"Derrick Willies","Trinity Valley C.C. (Rock Island, IL)","WR","6-4","205",4,"0.9041","Texas Tech"
11,"Javon Wims","Hinds C.C. (Jacksonville, FL)","WR","6-4","215",4,"0.9025","Georgia"
12,"Kyzir White","Lackawanna C.C. (Scranton, PA)","S","6-3","210",4,"0.9010","West Virginia"
13,"Jamarcus King","Coffeyville C.C. (Eight Mile, AL)","CB","6-1","180",4,"0.8981","South Carolina"
14,"Dougladson Subtyl","Victor Valley College (Bunnell, FL)","WDE","6-4","240",4,"0.8975","Arizona State"
15,"Natereace Strong","Hinds C.C. (East Saint Louis, IL)","RB","6-1","210",4,"0.8959","Missouri"
16,"J'Marcus Rhodes","Kilgore J.C. (Orange, TX)","CB","6-2","202",4,"0.8954","Arizona State"
17,"Paul James III","Copiah-Lincoln C.C. (Miami, FL)","WDE","6-4","255",4,"0.8954","Auburn"
18,"Na'Ty Rodgers","Iowa Western C.C. (Pomfret, MD)","OT","6-5","290",4,"0.8950","Houston"
19,"David Luafatasaga","Arizona Western College (Honolulu, HI)","OLB","6-3","225",4,"0.8904","Utah"
20,"Handsome Tanielu","Snow College (Waianae, HI)","DT","6-2","305",4,"0.8903","Brigham Young"
21,"Alex Losoya","Orange Coast College (Santa Ana, CA)","OG","6-4","300",4,"0.8900","Arizona State"
22,"Alexis Johnson","Fort Scott C.C. (Jonesboro, GA)","DT","6-4","297",4,"0.8900","Tennessee"
23,"John Franklin III","East Mississippi C.C. (Fort Lauderdale, FL)","ATH","6-2","180",3,"0.8885","Auburn"
24,"Tyrell Chavis","Nassau C.C. (Richmond, VA)","DT","6-4","320",3,"0.8863","Penn State"
25,"Koron Crump","Fort Scott C.C. (Saint Louis, MO)","WDE","6-3","220",3,"0.8857","Arizona State"
26,"Riley Ferguson","Coffeyville C.C. (Matthews, NC)","PRO","6-3","190",3,"0.8848","Memphis"
27,"Dre Massey","Holmes C.C. (Mauldin, SC)","WR","6-0","185",3,"0.8835","Florida"
28,"Christian Hill","Glendale C.C. (Kansas City, MO)","SDE","6-6","265",3,"0.8834","Arizona State"
29,"Tate Leavitt","Hutchinson C.C. (Thornville, OH)","OT","6-6","298",3,"0.8833","Kentucky"
30,"London Iakopo","Long Beach City College (Santa Ana, CA)","S","6-0","205",3,"0.8823","Louisville"
31,"B.J. Autry","Coffeyville C.C. (Eight Mile, AL)","OG","6-5","320",3,"0.8802","Baylor"
32,"Jeff George","Dodge City C.C. (Leavenworth, KS)","WR","6-5.5","190",3,"0.8798","Tennessee"
33,"Jeremy Faulk","Garden City C.C.  (Palatka, FL)","DT","6-3","285",3,"0.8798","Baylor"
34,"AJ Hotchkins","Riverside C.C. (Portland, OR)","ILB","6-0","240",3,"0.8798","Oregon"
35,"Justin Crawford","Northwest Mississippi C.C. (Columbus, GA)","RB","6-0","195",3,"0.8793","West Virginia"
36,"Clifton Garrett","Arizona Western College (Plainfield, IL)","ILB","6-2","242",3,"0.8784","UAB"
37,"Tyren Jones","Hutchinson C.C. (Marietta, GA)","RB","5-9","212",3,"0.8778","uncommitted"
38,"D.J. Henderson","Dodge City C.C. (Duncan, SC)","CB","5-11","170",3,"0.8773","Tennessee"
39,"Wally Aime","Fort Scott C.C. (Boca Raton, FL)","DT","6-5","295",3,"0.8758","Florida State"
40,"Travonte Valentine","Mississippi Gulf Coast C.C. (Palm Bay, FL)","DT","6-2","315",3,"0.8745","LSU"
41,"Jonah Trinnaman","Snow College (American Fork, UT)","WR","6-0","185",3,"0.8743","Brigham Young"
42,"Troy Williams","Santa Monica College (Harbor City, CA)","PRO","6-2","210",3,"0.8737","Utah"
43,"Maurice Chandler","Northeastern Oklahoma A&M (Lawton, OK)","CB","6-1","190",3,"0.8732","Arizona State"
44,"Greg Webb","Hutchinson C.C. (Pennsauken, NJ)","DT","6-1","312",3,"0.8731","Temple"
45,"Greg Bryant","ASA College (Miami) (Delray Beach, FL)","RB","5-10","205",3,"0.8712","UAB"
46,"William Johnson","Arizona Western College (Pompano Beach, FL)","OLB","6-3","220",3,"0.8707","North Texas"
47,"Ashton Julious","Lackawanna C.C. (Florence, SC)","OG","6-6","341",3,"0.8706","Oklahoma"
48,"Maquedius Bain","Pearl River C.C. (Fort Lauderdale, FL)","DT","6-4","300",3,"0.8689","uncommitted"
49,"Chris Baccus","Northeastern Oklahoma A&M (Beggs, OK)","ILB","6-2","225",3,"0.8687","uncommitted"
50,"Nick Terry","American River C.C. (Elk Grove, CA)","DT","6-3","290",3,"0.8681","UCLA"
51,"Markell Simmons","Pima C.C. (Phoenix, AZ)","CB","6-1","190",3,"0.8680","TCU"
52,"Mat Boesen","Long Beach City College (Torrance, CA)","WDE","6-3","235",3,"0.8680","TCU"
53,"Jamar King","Mendocino College (Ukiah, CA)","SDE","6-5","285",3,"0.8676","Alabama"
54,"Josiah Coatney","Holmes C.C. (Douglasville, GA)","SDE","6-5","285",3,"0.8667","Ole Miss"
55,"Lio Lafaele","Riverside C.C. (Corona, CA)","OT","6-4","300",3,"0.8656","Memphis"
56,"Ronald Walker","Copiah-Lincoln C.C. (Jackson, MS)","CB","6-2","185",3,"0.8647","Louisville"
57,"Ben Powers","Butler C.C. (Wichita, KS)","OT","6-5","315",3,"0.8647","Oklahoma"
58,"Joe Kupcikevicius","Mt. San Antonio College (Oak Lawn, IL)","OT","6-5","300",3,"0.8639","uncommitted"
59,"Alec Dana","Chaffey College (Rancho Cucamonga, CA)","WR","6-3","190",3,"0.8635","Utah"
60,"Lashard Durr","Copiah-Lincoln C.C. (Gulfport, MS)","CB","5-11","190",3,"0.8626","Mississippi State"
61,"Jordan Thomas","East Central C.C. (Sumrall, MS)","TE","6-6","275",3,"0.8626","Mississippi State"
62,"Tramal Ivy","Butler C.C. (Muskogee, OK)","WDE","6-4","238",3,"0.8622","USF"
63,"Brandon Hill","Mississippi Gulf Coast C.C. (Collierville, TN)","OG","6-6","375",3,"0.8615","UAB"
64,"Demarre Kitt","Arizona Western College (Tyrone, GA)","WR","6-1","185",3,"0.8611","uncommitted"
65,"Jordan Bonner","Northeastern Oklahoma A&M (Cleveland, OH)","OLB","6-5","215",3,"0.8606","Kentucky"
66,"Devron Davis","Merced College (Merced, CA)","CB","6-0","210",3,"0.8601","Texas-San Antonio"
67,"Jordan Carswell","Palmetto Prep (JUCO) (North Charleston, SC)","WR","6-4","200",3,"0.8600","Charlotte"
68,"Ratu Mafileo","College of San Mateo (Honolulu, HI)","DT","6-3","300",3,"0.8600","Oregon"
69,"Juwann Winfree","Coffeyville C.C. (Englewood, NJ)","WR","6-2","195",3,"0.8599","Colorado"
70,"Jayme Thompson","Iowa Western C.C. (Toledo, OH)","S","6-1","185",3,"0.8585","Indiana"
71,"Byron Pringle","Butler C.C. (Tampa, FL)","WR","6-2","212",3,"0.8576","Kansas State"
72,"Greg Taylor","Hinds C.C. (East Saint Louis, IL)","S","5-11","180",3,"0.8575","Missouri"
73,"Tyson Rising","Ventura College (Ventura, CA)","OT","6-5","290",3,"0.8567","Arizona State"
