"ranking","name","highSchool","position","height","weight","stars","rating","college"
1,"Andre Smith","Huffman (Birmingham, AL)","OG","6-4","325",5,"0.9993","Alabama"
2,"Percy Harvin","Landstown (Virginia Beach, VA)","WR","5-11","185",5,"0.9989","Florida"
3,"Vidal Hazelton","Hargrave Military Academy (HS) (Chatham, VA)","WR","6-3","195",5,"0.9984","USC"
4,"Sergio Kindle","Woodrow Wilson (Dallas, TX)","ILB","6-4","225",5,"0.9980","Texas"
5,"Myron Rolle","Hun School  (Princeton, NJ)","S","6-3","210",5,"0.9977","Florida State"
6,"Matthew Stafford","Highland Park (Dallas, TX)","PRO","6-3","210",5,"0.9975","Georgia"
7,"Mitch Mustain","Springdale (Springdale, AR)","PRO","6-3","205",5,"0.9961","Arkansas"
8,"Sam Young","St. Thomas Aquinas (Fort Lauderdale, FL)","OT","6-8","305",5,"0.9960","Notre Dame"
9,"Beanie Wells","Garfield (Akron, OH)","RB","6-1","225",5,"0.9959","Ohio State"
10,"Taylor Mays","O'Dea (Seattle, WA)","ATH","6-3","219",5,"0.9944","USC"
11,"Stafon Johnson","Dorsey (Los Angeles, CA)","RB","5-11","201",5,"0.9944","USC"
12,"Al Woods","Elton (Elton, LA)","DT","6-4","330",5,"0.9938","LSU"
13,"Micah Johnson","Fort Campbell (Fort Campbell, KY)","ILB","6-2","260",5,"0.9932","Kentucky"
14,"Gerald McCoy","Southeast (Oklahoma City, OK)","DT","6-4","305",5,"0.9926","Oklahoma"
15,"Brandon Graham","Crockett  (Detroit, MI)","ILB","6-2","250",5,"0.9924","Michigan"
16,"Allen Bradford","Colton (Colton, CA)","RB","5-11","220",5,"0.9920","USC"
17,"Tim Tebow","Ponte Vedra (Ponte Vedra Beach, FL)","DUAL","6-3","215",5,"0.9916","Florida"
18,"Eddie Jones","Kilgore (Kilgore, TX)","WDE","6-3","260",5,"0.9914","Texas"
19,"C.J. Spiller","Union County (Lake Butler, FL)","RB","5-10","185",5,"0.9909","Clemson"
20,"DeMarco Murray","Bishop Gorman (Las Vegas, NV)","RB","6-0","185",5,"0.9900","Oklahoma"
21,"Antwine Perez","Camden (Camden, NJ)","CB","6-1","200",5,"0.9894","USC"
22,"Carl Johnson","Southern (Durham, NC)","OG","6-5","355",5,"0.9882","Florida"
23,"Mike Goodson","Klein Collins (Spring, TX)","RB","5-11","190",5,"0.9877","Texas A&M"
24,"C.J. Gable","Sylmar (Sylmar, CA)","RB","6-0","205",5,"0.9869","USC"
25,"James Aldridge","Crown Point (Crown Point, IN)","RB","6-1","215",5,"0.9863","Notre Dame"
26,"Ricky Sapp","Bamberg Ehrhardt (Bamberg, SC)","WDE","6-4","225",5,"0.9853","Clemson"
27,"LeSean McCoy","Bishop McDevitt (Harrisburg, PA)","RB","5-11","205",5,"0.9850","Miami"
28,"Maurice Evans","Christ The King Regional (Middle Village, NY)","SDE","6-3","245",5,"0.9845","Penn State"
29,"Marcus Ball","Stone Mountain (Stone Mountain, GA)","ILB","6-0","205",5,"0.9841","Florida State"
30,"Robert Rose","Glenville (Cleveland, OH)","SDE","6-4","255",4,"0.9831","Ohio State"
31,"J'Marcus Webb","North Mesquite (Mesquite, TX)","OT","6-8","285",4,"0.9815","Texas"
32,"Jevan Snead","Stephenville (Stephenville, TX)","DUAL","6-3","205",4,"0.9814","Texas"
33,"Akeem Hebron","Good Counsel (Milledgeville, GA)","OLB","6-1","200",4,"0.9809","Georgia"
34,"Brandon Spikes","Crest (Shelby, NC)","ILB","6-3","235",4,"0.9809","Florida"
35,"Keiland Williams","Hargrave Military Academy (HS) (Chatham, VA)","RB","6-0","215",4,"0.9805","LSU"
36,"David Ausberry","Lemoore (Lemoore, CA)","WR","6-4","215",4,"0.9803","USC"
37,"Brandon Warren","Alcoa (Alcoa, TN)","TE","6-2","230",4,"0.9783","Florida State"
